ADDRESS,SQFT,BEDS,BATHS,BTH_STYLE,KITCH_STYLE,PROPERTY_TYPE,YRS_SINCE_REMOD,HOA_FEES,NEIGHBORHOOD,PROPERTY_TYPE,AGE_OF_HOME,LIST_PRICE,DAYS_ON_MKT,AVE_PRICE_IN_NEIGHBORHOOD
145 Pinckney St #312,530.0,0.0,1.0,S,M,Condo/Co-op,67.0,348.0,Beacon Hill,Condo/Co-op,67.0,549000.0,20.0,1108321.586419753
1313 Washington St #510,1870.0,3.0,2.0,M,M,Condo/Co-op,17.0,1103.0,South End,Condo/Co-op,17.0,1950000.0,50.0,1109405.737771739
445 Main St #2,527.0,1.0,1.0,M,M,Condo/Co-op,9.0,200.0,Charlestown,Condo/Co-op,144.0,499000.0,30.0,842946.4683301344
17 Milford St #3,1351.0,2.0,2.5,M,M,Condo/Co-op,20.0,175.0,South End,Condo/Co-op,120.0,1599000.0,55.0,1109405.737771739
90 Waltham St #1,2308.0,3.0,3.0,M,L,Condo/Co-op,119.0,382.0,South End,Condo/Co-op,119.0,2795000.0,57.0,1109405.737771739
95 Beacon St #8,1260.0,1.0,2.0,M,M,Condo/Co-op,5.0,824.0,Beacon Hill,Condo/Co-op,139.0,1605000.0,49.0,1108321.586419753
94 Beacon St #5,1938.0,2.0,3.0,S,S,Townhouse,44.0,1041.0,Beacon Hill,Townhouse,169.0,2630000.0,8.0,1108321.586419753
505 Tremont St #612,859.0,1.0,1.5,M,M,Condo/Co-op,16.0,875.0,South End,Condo/Co-op,16.0,1015000.0,70.0,1109405.737771739
2 Milford St #2,1022.0,2.0,1.5,M,M,Condo/Co-op,13.0,230.0,South End,Condo/Co-op,129.0,1050000.0,48.0,1109405.737771739
27 Dwight St,4135.0,5.0,4.0,,,Multi-Family (2-4 Unit),129.0,0.0,South End,Multi-Family (2-4 Unit),129.0,2850000.0,16.0,1109405.737771739
5 Auburn St #3,653.0,1.0,1.0,S,M,Condo/Co-op,30.0,140.0,Charlestown,Condo/Co-op,159.0,509000.0,60.0,842946.4683301344
33 Dwight St #1,1485.0,2.0,2.5,M,M,Condo/Co-op,16.0,293.0,South End,Condo/Co-op,120.0,1549000.0,72.0,1109405.737771739
61 Warren Ave #4,840.0,1.0,1.0,M,M,Condo/Co-op,12.0,356.0,South End,Condo/Co-op,129.0,849000.0,40.0,1109405.737771739
14 Bradford St #1,1300.0,2.0,2.5,M,M,Condo/Co-op,129.0,125.0,South End,Condo/Co-op,129.0,1350000.0,52.0,1109405.737771739
10 Otis Pl Unit 5B,1834.0,2.0,2.0,S,M,Condo/Co-op,7.0,882.0,Beacon Hill,Condo/Co-op,92.0,2250000.0,45.0,1108321.586419753
41 Milford St #1,1290.0,2.0,2.0,M,M,Condo/Co-op,10.0,226.0,South End,Condo/Co-op,129.0,1429000.0,65.0,1109405.737771739
28 W Cedar St #1,1708.0,2.0,2.0,M,M,Townhouse,31.0,235.0,Beacon Hill,Townhouse,179.0,1995000.0,31.0,1108321.586419753
197 Eighth St #414,971.0,1.0,1.5,M,M,Condo/Co-op,30.0,725.0,Charlestown,Condo/Co-op,30.0,769000.0,71.0,842946.4683301344
42 Eighth St #3501,1351.0,2.0,2.0,M,M,Condo/Co-op,15.0,941.0,Charlestown,Condo/Co-op,120.0,845000.0,19.0,842946.4683301344
45 First Ave #105,500.0,1.0,1.0,M,M,Condo/Co-op,4.0,380.0,Charlestown,Condo/Co-op,4.0,499000.0,113.0,842946.4683301344
42 Eighth St #3112,944.0,2.0,2.0,M,M,Condo/Co-op,15.0,707.0,Charlestown,Condo/Co-op,120.0,690000.0,41.0,842946.4683301344
197 Eighth St #628,1120.0,2.0,2.0,M,M,Condo/Co-op,30.0,579.0,Charlestown,Condo/Co-op,30.0,859900.0,38.0,842946.4683301344
197 Eighth St #806,1366.0,2.0,2.0,L,L,Condo/Co-op,30.0,1414.0,Charlestown,Condo/Co-op,30.0,1525000.0,49.0,842946.4683301344
42 Eighth St #3520,1385.0,2.0,2.0,M,M,Condo/Co-op,15.0,937.0,Charlestown,Condo/Co-op,120.0,835000.0,53.0,842946.4683301344
45 First Ave #104,799.0,2.0,1.0,M,M,Condo/Co-op,4.0,512.0,Charlestown,Condo/Co-op,4.0,599000.0,38.0,842946.4683301344
29 Shipway Pl #29,1514.0,2.0,2.5,M,M,Townhouse,34.0,780.0,Charlestown,Townhouse,34.0,1095000.0,48.0,842946.4683301344
27 Shipway Pl #27,2444.0,4.0,3.5,M,M,Townhouse,2.0,1191.0,Charlestown,Townhouse,35.0,1275000.0,57.0,842946.4683301344
42 Eighth St #1316,938.0,1.0,1.5,M,M,Condo/Co-op,15.0,689.0,Waterfront,Condo/Co-op,49.0,629900.0,22.0,1175421.3673469387
22 Mystic St #2,953.0,2.0,2.0,L,L,Condo/Co-op,8.0,185.0,Charlestown,Condo/Co-op,169.0,689000.0,31.0,842946.4683301344
55 Green St,1700.0,4.0,2.5,M,L,Single Family Residential,4.0,0.0,Charlestown,Single Family Residential,139.0,1249000.0,41.0,842946.4683301344
30 Mystic St #1,1162.0,2.0,2.0,M,M,Condo/Co-op,3.0,164.0,Charlestown,Condo/Co-op,144.0,679000.0,48.0,842946.4683301344
30 Austin St,2011.0,3.0,2.5,M,M,Multi-Family (2-4 Unit),169.0,0.0,Charlestown,Multi-Family (2-4 Unit),169.0,1190000.0,70.0,842946.4683301344
172 Bunker Hill St #1,709.0,1.0,1.0,M,M,Condo/Co-op,3.0,127.0,Charlestown,Condo/Co-op,99.0,389900.0,63.0,842946.4683301344
12 Cedar St,2900.0,3.0,3.0,L,L,Single Family Residential,3.0,0.0,Charlestown,Single Family Residential,166.0,1795000.0,76.0,842946.4683301344
47 Soley St #2,948.0,2.0,2.0,M,M,Condo/Co-op,5.0,200.0,Charlestown,Condo/Co-op,159.0,769000.0,39.0,842946.4683301344
272 Bunker Hill St #1,1144.0,2.0,1.5,M,M,Condo/Co-op,2.0,160.0,Charlestown,Condo/Co-op,119.0,749000.0,55.0,842946.4683301344
50 Green St Unit A,738.0,1.0,1.0,M,S,Condo/Co-op,33.0,170.0,Charlestown,Condo/Co-op,144.0,525000.0,39.0,842946.4683301344
88 High St #2,1222.0,3.0,2.0,M,M,Condo/Co-op,10.0,144.0,Charlestown,Condo/Co-op,144.0,899000.0,41.0,842946.4683301344
5 Hill St,1478.0,3.0,1.5,M,M,Single Family Residential,10.0,0.0,Charlestown,Single Family Residential,139.0,819000.0,44.0,842946.4683301344
143 High St #2,692.0,1.0,1.0,M,M,Condo/Co-op,7.0,165.0,Charlestown,Condo/Co-op,139.0,499900.0,20.0,842946.4683301344
28 Russell St,1465.0,2.0,1.5,M,M,Single Family Residential,21.0,0.0,Charlestown,Single Family Residential,169.0,949900.0,34.0,842946.4683301344
12 Lawnwood Pl,2653.0,3.0,2.5,L,M,Single Family Residential,6.0,0.0,Charlestown,Single Family Residential,164.0,1399000.0,48.0,842946.4683301344
41 Green St #2,1594.0,3.0,2.0,M,M,Condo/Co-op,4.0,160.0,Charlestown,Condo/Co-op,144.0,999000.0,49.0,842946.4683301344
27 Winthrop St #2,1294.0,2.0,2.5,M,M,Condo/Co-op,11.0,181.0,Charlestown,Condo/Co-op,119.0,949000.0,52.0,842946.4683301344
14 Putnam St,2480.0,5.0,3.5,L,L,Single Family Residential,23.0,0.0,Charlestown,Single Family Residential,205.0,1825000.0,55.0,842946.4683301344
25 W Selden St,3234.0,10.0,5.0,M,M,Multi-Family (2-4 Unit),99.0,0.0,Dorchester,Multi-Family (2-4 Unit),99.0,570000.0,61.0,562529.161971831
32 Cross St,1600.0,3.0,2.5,S,M,Single Family Residential,6.0,0.0,Charlestown,Single Family Residential,139.0,899000.0,36.0,842946.4683301344
97 Pearl St,2154.0,3.0,3.0,M,M,Single Family Residential,11.0,0.0,Charlestown,Single Family Residential,11.0,1299000.0,31.0,842946.4683301344
19 Allston St #1,1162.0,2.0,1.5,M,M,Condo/Co-op,21.0,160.0,Charlestown,Condo/Co-op,149.0,609000.0,56.0,842946.4683301344
45 Monument Ave,2406.0,4.0,2.5,L,M,Single Family Residential,169.0,0.0,Charlestown,Single Family Residential,169.0,1599000.0,53.0,842946.4683301344
59 Elm St #2,1151.0,2.0,1.0,M,S,Condo/Co-op,4.0,150.0,Charlestown,Condo/Co-op,149.0,699000.0,60.0,842946.4683301344
7 Pleasant St #7,1311.0,2.0,1.5,M,M,Condo/Co-op,30.0,324.0,Charlestown,Condo/Co-op,30.0,849900.0,68.0,842946.4683301344
247 Bunker Hill St Unit D,737.0,2.0,1.0,M,M,Condo/Co-op,129.0,154.0,Charlestown,Condo/Co-op,129.0,599000.0,80.0,842946.4683301344
4 Monument Sq #1,960.0,2.0,1.0,S,M,Condo/Co-op,8.0,436.0,Charlestown,Condo/Co-op,169.0,825000.0,45.0,842946.4683301344
52 Sullivan St #1,1060.0,2.0,2.0,M,M,Condo/Co-op,34.0,365.0,Charlestown,Condo/Co-op,162.0,825000.0,36.0,842946.4683301344
30 Chestnut St #2,780.0,1.0,1.0,M,M,Condo/Co-op,10.0,129.0,Charlestown,Condo/Co-op,164.0,629000.0,65.0,842946.4683301344
116 Main St Unit 2B,766.0,2.0,1.0,M,M,Condo/Co-op,37.0,200.0,Charlestown,Condo/Co-op,129.0,599000.0,56.0,842946.4683301344
32 Pearl St,1119.0,2.0,2.5,M,M,Single Family Residential,15.0,0.0,Charlestown,Single Family Residential,159.0,769000.0,23.0,842946.4683301344
27 Winthrop St #3,1089.0,2.0,1.5,M,M,Condo/Co-op,11.0,156.0,Charlestown,Condo/Co-op,119.0,819000.0,37.0,842946.4683301344
43 Soley St #2,678.0,2.0,1.0,M,M,Condo/Co-op,18.0,122.0,Charlestown,Condo/Co-op,109.0,625000.0,31.0,842946.4683301344
23 Sullivan St #2,756.0,1.0,1.0,M,M,Condo/Co-op,6.0,165.0,Charlestown,Condo/Co-op,159.0,475000.0,59.0,842946.4683301344
16 Mystic St #1,705.0,1.0,1.0,M,M,Condo/Co-op,144.0,111.0,Charlestown,Condo/Co-op,144.0,535000.0,63.0,842946.4683301344
21 Harvard St #1,963.0,1.0,1.5,M,M,Condo/Co-op,5.0,200.0,Charlestown,Condo/Co-op,120.0,699000.0,24.0,842946.4683301344
41 Pearl St #1,608.0,1.0,1.0,M,M,Condo/Co-op,4.0,142.0,Charlestown,Condo/Co-op,149.0,525000.0,72.0,842946.4683301344
2 Wood St #2,955.0,2.0,2.0,M,M,Condo/Co-op,3.0,150.0,Charlestown,Condo/Co-op,119.0,749000.0,38.0,842946.4683301344
97 Bartlett St #2,852.0,2.0,1.0,M,M,Townhouse,24.0,150.0,Charlestown,Townhouse,109.0,589000.0,61.0,842946.4683301344
12 Newhall St,3366.0,9.0,3.0,S,M,Multi-Family (2-4 Unit),4.0,0.0,Dorchester,Multi-Family (2-4 Unit),119.0,869000.0,15.0,562529.161971831
357 Commercial St #20,1905.0,3.0,2.5,M,S,Condo/Co-op,32.0,715.0,Waterfront,Condo/Co-op,32.0,1795000.0,52.0,1175421.3673469387
142 Commercial St #104,795.0,1.0,1.0,S,S,Condo/Co-op,23.0,526.0,Waterfront,Condo/Co-op,119.0,650000.0,50.0,1175421.3673469387
46 N Bennet St #1,587.0,1.0,1.0,M,M,Condo/Co-op,12.0,117.0,North End,Condo/Co-op,120.0,449000.0,37.0,713586.6813186812
57 Fleet St #2,1472.0,2.0,2.5,S,S,Condo/Co-op,32.0,243.0,Waterfront,Condo/Co-op,119.0,1198000.0,63.0,1175421.3673469387
300 Commercial St #310,602.0,1.0,1.0,M,M,Condo/Co-op,119.0,329.0,Waterfront,Condo/Co-op,119.0,549900.0,56.0,1175421.3673469387
376 Commercial St Unit 3A,848.0,1.0,1.5,M,M,Condo/Co-op,4.0,333.0,North End,Condo/Co-op,36.0,799900.0,25.0,713586.6813186812
44 Prince St #314,724.0,1.0,1.0,M,M,Condo/Co-op,14.0,575.0,North End,Condo/Co-op,14.0,745000.0,35.0,713586.6813186812
300 Commercial St #203,1087.0,2.0,2.0,M,M,Condo/Co-op,119.0,769.0,Waterfront,Condo/Co-op,119.0,1399000.0,21.0,1175421.3673469387
32 Fleet St #1,500.0,1.0,1.0,M,M,Condo/Co-op,34.0,229.0,North End,Condo/Co-op,79.0,515000.0,39.0,713586.6813186812
357 Commercial St #815,1266.0,2.0,2.0,S,S,Condo/Co-op,32.0,755.0,Waterfront,Condo/Co-op,32.0,849000.0,80.0,1175421.3673469387
113 Sumner St #25,671.0,1.0,1.0,M,M,Condo/Co-op,14.0,285.0,East Boston,Condo/Co-op,15.0,211911.0,67.0,577539.0482315114
19 Cooper St #4,823.0,2.0,1.0,M,M,Condo/Co-op,9.0,362.0,North End,Condo/Co-op,109.0,769900.0,34.0,713586.6813186812
106 Commercial St #1,1388.0,2.0,3.0,M,M,Condo/Co-op,6.0,280.0,North End,Condo/Co-op,144.0,849000.0,37.0,713586.6813186812
357 Commercial St #817,1365.0,2.0,1.5,M,M,Condo/Co-op,6.0,908.0,Waterfront,Condo/Co-op,32.0,1199000.0,50.0,1175421.3673469387
350 North St #600,927.0,2.0,1.0,N,N,Condo/Co-op,1.0,679.0,Waterfront,Condo/Co-op,33.0,899000.0,51.0,1175421.3673469387
350 North St #401,1115.0,2.0,2.0,M,L,Condo/Co-op,33.0,802.0,Waterfront,Condo/Co-op,33.0,1090000.0,27.0,1175421.3673469387
120 Fulton St Unit 4C,965.0,1.0,1.0,M,M,Condo/Co-op,3.0,489.0,Waterfront,Condo/Co-op,166.0,799000.0,42.0,1175421.3673469387
357 Commercial St #613,724.0,1.0,1.0,M,M,Condo/Co-op,2.0,325.0,Waterfront,Condo/Co-op,119.0,519000.0,32.0,1175421.3673469387
37 Salutation St,2272.0,5.0,3.0,N,N,Multi-Family (2-4 Unit),115.0,0.0,North End,Multi-Family (2-4 Unit),115.0,1595000.0,58.0,713586.6813186812
139 Fulton St #5,1183.0,2.0,1.0,S,S,Condo/Co-op,34.0,412.0,Waterfront,Condo/Co-op,84.0,899900.0,36.0,1175421.3673469387
343 Commercial St #310,2075.0,2.0,2.0,L,L,Condo/Co-op,2.0,1483.0,Waterfront,Condo/Co-op,41.0,2899000.0,21.0,1175421.3673469387
49 N Margin St #1,1682.0,3.0,2.0,L,L,Townhouse,12.0,282.0,North End,Townhouse,79.0,1598000.0,49.0,713586.6813186812
75 Fulton St #32,945.0,2.0,1.0,M,M,Condo/Co-op,2.0,228.0,Waterfront,Condo/Co-op,119.0,875000.0,39.0,1175421.3673469387
32 Parker St #1,1115.0,2.0,1.5,M,M,Condo/Co-op,12.0,195.0,Charlestown,Condo/Co-op,119.0,625000.0,52.0,842946.4683301344
261 Marlborough St #8,690.0,1.0,1.0,M,M,Condo/Co-op,34.0,587.0,Back Bay,Condo/Co-op,89.0,840000.0,22.0,1160344.096196868
74 Marlborough St #24,1075.0,2.0,2.0,M,M,Condo/Co-op,36.0,291.0,Back Bay,Condo/Co-op,99.0,1250000.0,105.0,1160344.096196868
76 Elm St #117,550.0,1.0,1.0,M,M,Condo/Co-op,13.0,329.0,Jamaica Plain,Condo/Co-op,93.0,305000.0,57.0,663824.107776262
18 Rambler Rd,2188.0,3.0,2.5,S,M,Single Family Residential,49.0,0.0,Jamaica Plain,Single Family Residential,79.0,910000.0,99.0,663824.107776262
60R Ocean St,1400.0,3.0,1.5,S,S,Single Family Residential,20.0,0.0,Dorchester's Ashmont,Single Family Residential,128.0,599000.0,51.0,534712.0365853659
283 Commonwealth Ave #2,1405.0,2.0,2.0,M,M,Townhouse,20.0,764.0,Back Bay,Townhouse,20.0,1799000.0,37.0,1160344.096196868
201 Newbury St #508,1126.0,2.0,2.0,S,M,Condo/Co-op,143.0,1625.0,Back Bay,Condo/Co-op,143.0,1250000.0,64.0,1160344.096196868
109 Beacon St #6,2061.0,2.0,2.0,M,M,Condo/Co-op,3.0,457.0,Back Bay,Condo/Co-op,154.0,1995000.0,25.0,1160344.096196868
261 Beacon St #21,535.0,1.0,1.0,S,S,Condo/Co-op,36.0,390.0,Back Bay,Condo/Co-op,133.0,699000.0,42.0,1160344.096196868
176 Marlborough St #3,1562.0,2.0,2.5,L,L,Condo/Co-op,5.0,804.0,Back Bay,Condo/Co-op,129.0,2195000.0,80.0,1160344.096196868
197 Commonwealth Ave #1,824.0,1.0,1.5,M,M,Condo/Co-op,37.0,281.0,Back Bay,Condo/Co-op,119.0,759000.0,52.0,1160344.096196868
180 Commonwealth Ave #29,910.0,2.0,1.0,N,S,Condo/Co-op,45.0,644.0,Back Bay,Condo/Co-op,94.0,1060000.0,29.0,1160344.096196868
118 Commonwealth Ave #4,1010.0,2.0,2.0,M,M,Condo/Co-op,2.0,270.0,Back Bay,Condo/Co-op,139.0,1750000.0,19.0,1160344.096196868
90 Commonwealth Ave #7,1787.0,3.0,2.0,S,S,Condo/Co-op,11.0,1289.0,Back Bay,Condo/Co-op,94.0,2195000.0,30.0,1160344.096196868
137-139 Pearl St #1,1201.0,1.0,1.5,M,M,Condo/Co-op,12.0,333.0,Waterfront,Condo/Co-op,119.0,899000.0,58.0,1175421.3673469387
20 Rowes Wharf #306,1456.0,2.0,2.0,L,L,Condo/Co-op,31.0,2623.0,Waterfront,Condo/Co-op,31.0,2495000.0,25.0,1175421.3673469387
99-105 Broad St Unit 9A,1941.0,3.0,2.0,M,M,Condo/Co-op,12.0,1516.0,Waterfront,Condo/Co-op,109.0,2195000.0,60.0,1175421.3673469387
45 Province St #2307,966.0,2.0,2.0,L,L,Condo/Co-op,12.0,947.0,Midtown,Condo/Co-op,12.0,1399000.0,48.0,1438016.4602272727
21 Wormwood St #601,1594.0,2.0,2.0,M,S,Condo/Co-op,2.0,673.0,Seaport District,Condo/Co-op,119.0,1800000.0,57.0,1137853.1846153846
65 E India Row Unit 15H,883.0,1.0,1.0,M,M,Condo/Co-op,49.0,713.0,Waterfront,Condo/Co-op,49.0,829000.0,28.0,1175421.3673469387
65 E India Row Unit 19G,1215.0,2.0,1.5,M,M,Condo/Co-op,49.0,1056.0,Waterfront,Condo/Co-op,49.0,1190000.0,54.0,1175421.3673469387
99-105 Broad St Unit 2D,705.0,1.0,1.0,M,M,Condo/Co-op,12.0,568.0,Waterfront,Condo/Co-op,109.0,635000.0,38.0,1175421.3673469387
21 Wormwood St #403,1690.0,2.0,1.0,S,S,Condo/Co-op,20.0,515.0,Seaport District,Condo/Co-op,119.0,1750000.0,48.0,1137853.1846153846
85 E India Row Unit 8D,746.0,1.0,1.0,M,M,Condo/Co-op,3.0,611.0,Waterfront,Condo/Co-op,47.0,749900.0,50.0,1175421.3673469387
80 Broad St #904,1282.0,2.0,2.0,M,M,Condo/Co-op,13.0,1285.0,Waterfront,Condo/Co-op,13.0,1450000.0,28.0,1175421.3673469387
65 E India Row Unit 2C,1228.0,2.0,1.5,M,M,Condo/Co-op,51.0,932.0,Waterfront,Condo/Co-op,51.0,1075000.0,43.0,1175421.3673469387
35 Channel Center St #202,1741.0,2.0,2.0,M,M,Condo/Co-op,3.0,858.0,Seaport District,Condo/Co-op,100.0,1685000.0,94.0,1137853.1846153846
20 Rowes Wharf #607,1500.0,2.0,2.0,L,L,Condo/Co-op,32.0,2373.0,Waterfront,Condo/Co-op,32.0,1979000.0,65.0,1175421.3673469387
1 Franklin St #2510,1281.0,2.0,2.0,L,L,Condo/Co-op,3.0,1319.0,Midtown,Condo/Co-op,3.0,2225000.0,56.0,1438016.4602272727
85 E India Row Unit 25G,1216.0,2.0,2.0,M,L,Condo/Co-op,47.0,955.0,Waterfront,Condo/Co-op,47.0,1125000.0,30.0,1175421.3673469387
1 Franklin St #1001,923.0,1.0,1.0,L,L,Condo/Co-op,3.0,536.0,Midtown,Condo/Co-op,3.0,1250000.0,84.0,1438016.4602272727
65 E India Row Unit 20C,1229.0,2.0,1.5,M,M,Condo/Co-op,6.0,1205.0,Waterfront,Condo/Co-op,49.0,1189000.0,17.0,1175421.3673469387
45 Province St #1707,535.0,0.0,1.0,L,L,Condo/Co-op,10.0,361.0,Midtown,Condo/Co-op,10.0,689000.0,44.0,1438016.4602272727
346-354 Congress St #515,1398.0,2.0,2.0,M,M,Condo/Co-op,12.0,1129.0,Seaport District,Condo/Co-op,120.0,1400000.0,61.0,1137853.1846153846
45 Province St Unit 2N,1615.0,2.0,2.0,L,L,Condo/Co-op,10.0,1189.0,Midtown,Condo/Co-op,10.0,1599000.0,93.0,1438016.4602272727
20 Rowes Wharf #404,711.0,1.0,1.5,M,L,Condo/Co-op,14.0,1378.0,Waterfront,Condo/Co-op,32.0,995000.0,52.0,1175421.3673469387
45 Province St #1205,1291.0,2.0,2.0,L,L,Condo/Co-op,12.0,850.0,Midtown,Condo/Co-op,12.0,1535900.0,16.0,1438016.4602272727
88 Kingston St Unit 4B,725.0,1.0,1.0,M,M,Condo/Co-op,14.0,330.0,Midtown,Condo/Co-op,120.0,629000.0,41.0,1438016.4602272727
85 E India Row Unit 39D,753.0,1.0,1.0,M,M,Condo/Co-op,23.0,717.0,Waterfront,Condo/Co-op,47.0,787500.0,28.0,1175421.3673469387
22 Liberty Dr Unit 4H,1176.0,1.0,1.5,L,L,Condo/Co-op,4.0,968.0,Seaport District,Condo/Co-op,4.0,1375000.0,53.0,1137853.1846153846
85 E India Row Unit 22G,957.0,1.0,1.5,N,N,Condo/Co-op,47.0,756.0,Waterfront,Condo/Co-op,47.0,659000.0,99.0,1175421.3673469387
55 Gray St,2158.0,3.0,2.5,M,S,Single Family Residential,10.0,0.0,South End,Single Family Residential,154.0,2595000.0,75.0,1109405.737771739
700 Harrison Ave #513,753.0,1.0,1.0,M,M,Condo/Co-op,13.0,350.0,South End,Condo/Co-op,13.0,775000.0,37.0,1109405.737771739
83 Waltham St #2,785.0,1.0,1.0,M,M,Condo/Co-op,14.0,167.0,South End,Condo/Co-op,119.0,799000.0,70.0,1109405.737771739
11 Appleton St #3,1031.0,2.0,1.5,S,S,Condo/Co-op,37.0,374.0,South End,Condo/Co-op,139.0,979000.0,28.0,1109405.737771739
66 Appleton St #3,531.0,1.0,1.0,N,N,Condo/Co-op,36.0,186.0,South End,Condo/Co-op,129.0,525000.0,37.0,1109405.737771739
22 Hanson St #3,1232.0,2.0,1.5,M,M,Condo/Co-op,23.0,212.0,South End,Condo/Co-op,120.0,1449000.0,42.0,1109405.737771739
33 Arden St #1,1301.0,3.0,2.0,M,M,Condo/Co-op,99.0,250.0,Allston,Condo/Co-op,99.0,625000.0,31.0,610009.9384615384
12 Hopedale St,1882.0,4.0,1.5,M,M,Single Family Residential,17.0,0.0,Allston,Single Family Residential,99.0,849000.0,37.0,610009.9384615384
12 Stoneholm St #603,656.0,1.0,1.5,M,M,Condo/Co-op,49.0,625.0,Kenmore/Fenway,Condo/Co-op,49.0,670000.0,21.0,713805.0
1501 Commonwealth Ave #303,995.0,2.0,2.0,M,M,Condo/Co-op,3.0,394.0,Brighton,Condo/Co-op,3.0,799000.0,102.0,637503.5923344948
127 KILSYTH Rd #2,1334.0,2.0,1.5,M,M,Condo/Co-op,34.0,271.0,Brighton,Condo/Co-op,119.0,549000.0,57.0,637503.5923344948
1669 Commonwealth Ave #16,521.0,1.0,1.0,M,M,Condo/Co-op,32.0,315.0,Brighton,Condo/Co-op,89.0,410000.0,40.0,637503.5923344948
137 Peterborough St #21,715.0,1.0,1.0,M,M,Condo/Co-op,3.0,465.0,Kenmore/Fenway,Condo/Co-op,92.0,619000.0,50.0,713805.0
86 Glenville Ave #6,496.0,2.0,1.0,M,M,Condo/Co-op,34.0,263.0,Allston,Condo/Co-op,89.0,349000.0,76.0,610009.9384615384
464 Commonwealth Ave #86,338.0,0.0,1.0,S,S,Condo/Co-op,37.0,298.0,Back Bay,Condo/Co-op,109.0,349000.0,9.0,1160344.096196868
534 Beacon St #901,499.0,1.0,1.0,M,M,Condo/Co-op,2.0,480.0,Back Bay,Condo/Co-op,119.0,550000.0,41.0,1160344.096196868
8 Garrison St #308,445.0,1.0,1.0,S,M,Condo/Co-op,36.0,251.0,Back Bay,Condo/Co-op,109.0,479900.0,33.0,1160344.096196868
531 Massachusetts Ave #2,917.0,2.0,1.5,M,M,Condo/Co-op,13.0,200.0,South End,Condo/Co-op,129.0,869000.0,60.0,1109405.737771739
529 Columbus Ave #1,342.0,0.0,1.0,M,M,Condo/Co-op,3.0,157.0,South End,Condo/Co-op,119.0,319000.0,84.0,1109405.737771739
463 Massachusetts Ave #2,740.0,1.0,1.0,S,S,Townhouse,49.0,165.0,South End,Townhouse,120.0,739000.0,48.0,1109405.737771739
1 Concord Sq #3,645.0,1.0,1.0,M,M,Townhouse,18.0,247.0,South End,Townhouse,120.0,599000.0,37.0,1109405.737771739
69 Worcester St #3,694.0,1.0,1.0,S,S,Condo/Co-op,33.0,156.0,South End,Condo/Co-op,119.0,635000.0,42.0,1109405.737771739
552 Massachusetts Ave #3,780.0,2.0,1.0,M,M,Condo/Co-op,20.0,328.0,South End,Condo/Co-op,169.0,629000.0,56.0,1109405.737771739
470 Massachusetts Ave #3,705.0,2.0,1.0,M,M,Condo/Co-op,10.0,277.0,South End,Condo/Co-op,120.0,699000.0,66.0,1109405.737771739
46 Radnor Rd,3862.0,12.0,4.0,S,S,Multi-Family (2-4 Unit),99.0,0.0,Brighton,Multi-Family (2-4 Unit),99.0,1949000.0,20.0,637503.5923344948
42 King St #2,1300.0,2.0,2.5,M,M,Condo/Co-op,7.0,215.0,Dorchester,Condo/Co-op,134.0,499000.0,34.0,562529.161971831
71 Semont Rd #3,1160.0,3.0,1.0,M,M,Condo/Co-op,13.0,240.0,Dorchester,Condo/Co-op,119.0,469000.0,60.0,562529.161971831
377 Adams St #1,2446.0,3.0,2.5,M,M,Townhouse,7.0,378.0,Dorchester's Neponset,Townhouse,19.0,569000.0,49.0,486415.3717948718
6-8 Codman St,2464.0,5.0,2.0,S,S,Multi-Family (2-4 Unit),99.0,0.0,Dorchester,Multi-Family (2-4 Unit),99.0,549900.0,46.0,562529.161971831
40 Train St,3639.0,9.0,3.0,S,S,Multi-Family (2-4 Unit),49.0,0.0,Dorchester,Multi-Family (2-4 Unit),114.0,989000.0,74.0,562529.161971831
440 Adams St #3,748.0,2.0,1.0,M,M,Condo/Co-op,12.0,157.0,Dorchester's Neponset,Condo/Co-op,79.0,329000.0,47.0,486415.3717948718
1906-1918 Dorchester Ave #607,872.0,2.0,1.0,M,M,Condo/Co-op,11.0,427.0,Dorchester,Condo/Co-op,11.0,419000.0,49.0,562529.161971831
424 Gallivan Blvd,1326.0,4.0,1.5,M,M,Single Family Residential,13.0,0.0,Dorchester's Neponset,Single Family Residential,88.0,579000.0,60.0,486415.3717948718
345 Ashmont St #3,1204.0,2.0,1.0,S,M,Condo/Co-op,5.0,178.0,Dorchester's Ashmont,Condo/Co-op,80.0,429000.0,30.0,534712.0365853659
51 Florida St #3,1134.0,3.0,1.0,M,M,Condo/Co-op,14.0,200.0,Dorchester,Condo/Co-op,114.0,429000.0,45.0,562529.161971831
25 Beale St,3495.0,6.0,3.0,S,S,Multi-Family (2-4 Unit),9.0,0.0,Dorchester's Ashmont,Multi-Family (2-4 Unit),114.0,799000.0,31.0,534712.0365853659
84 Van Winkle St #2,1031.0,2.0,1.0,M,M,Condo/Co-op,2.0,170.0,Dorchester's Ashmont,Condo/Co-op,104.0,445000.0,65.0,534712.0365853659
884 Adams St #4,2320.0,3.0,3.0,M,M,Condo/Co-op,3.0,300.0,Dorchester,Condo/Co-op,3.0,729000.0,36.0,562529.161971831
61 Neponset Ave #1,1008.0,2.0,2.0,L,M,Condo/Co-op,11.0,200.0,Dorchester,Condo/Co-op,114.0,449000.0,71.0,562529.161971831
