DIFF_FROM_NEIGHBOR_AVE_LIST_PRICE,HOA_FEES,YRS_SINCE_REMOD,AGE_OF_HOME,PROPERTY_TYPE_Condo/Co-op,PROPERTY_TYPE_Multi-Family (2-4 Unit),BTH_STYLE_M,KITCH_STYLE_M,trend
-408503.59233449475,247.0,34.0,99.0,1,0,1,1,51.3171949018134
-208503.5923344948,530.0,39.0,99.0,1,0,1,1,53.45752870357929
-470405.73777173896,168.0,17.0,120.0,1,0,1,1,52.12104274268022
140594.26222826098,388.0,33.0,119.0,1,0,1,1,51.725453886390845
665594.262228261,331.0,120.0,120.0,1,0,1,1,51.3171949018134
-344405.73777173896,344.0,13.0,159.0,1,0,0,1,51.725453886390845
-650405.737771739,246.0,4.0,119.0,1,0,1,1,51.3171949018134
-415344.096196868,719.0,124.0,124.0,1,0,0,0,53.44233391370959
-248805.0,309.0,89.0,89.0,1,0,0,0,53.74985170016183
-60344.09619686799,702.0,10.0,10.0,1,0,1,1,53.84929272353954
-143824.10777626198,165.0,13.0,109.0,1,0,1,1,51.725453886390845
-104824.10777626195,198.0,9.0,114.0,1,0,1,1,50.159076084991646
175175.89222373802,246.0,4.0,114.0,1,0,0,1,52.82029713961896
236175.89222373802,250.0,11.0,114.0,1,0,1,1,50.159076084991646
-14824.107776261984,180.0,11.0,114.0,1,0,1,1,51.3171949018134
-88824.10777626197,205.0,13.0,99.0,1,0,1,1,50.159076084991646
-253824.10777626198,190.0,18.0,114.0,1,0,0,0,51.725453886390845
-113924.10777626195,294.0,24.0,84.0,1,0,0,1,50.159076084991646
286175.892223738,275.0,5.0,4.0,0,0,1,1,52.12104274268022
-550405.737771739,300.0,36.0,114.0,1,0,0,0,50.159076084991646
-908808.737771739,162.0,16.0,120.0,1,0,1,1,52.12104274268022
975594.262228261,325.0,119.0,119.0,1,0,1,1,52.12104274268022
989594.262228261,333.0,4.0,4.0,1,0,1,1,51.3171949018134
-258764.7543859649,393.0,15.0,114.0,1,0,1,1,51.725453886390845
111235.24561403506,199.0,2.0,139.0,1,0,1,1,51.3171949018134
260235.24561403503,375.0,6.0,139.0,0,0,1,1,52.82029713961896
35175.89222373802,1891.0,37.0,37.0,0,0,1,1,50.57781073690932
51235.245614035055,210.0,2.0,2.0,1,0,1,1,49.76020481246014
661235.245614035,0.0,114.0,114.0,0,1,1,1,50.159076084991646
-12764.754385964943,0.0,15.0,139.0,0,1,1,1,50.57781073690932
562235.245614035,0.0,38.0,38.0,0,1,1,1,49.76020481246014
762235.245614035,0.0,2.0,119.0,0,1,1,1,51.3171949018134
-410405.73777173896,471.0,14.0,119.0,1,0,1,1,52.12104274268022
-250405.73777173905,365.0,33.0,119.0,1,0,1,1,53.84929272353954
-514405.73777173896,104.0,5.0,129.0,1,0,1,1,53.84929272353954
-514405.73777173896,281.0,3.0,74.0,1,0,1,1,52.12104274268022
-951344.096196868,291.0,7.0,99.0,1,0,0,0,52.502177730649684
89594.26222826098,285.0,10.0,120.0,1,0,1,1,50.159076084991646
338655.903803132,612.0,139.0,139.0,1,0,1,1,53.84929272353954
-581344.096196868,327.0,37.0,149.0,1,0,0,0,53.73336218674199
-310344.096196868,451.0,14.0,130.0,1,0,1,1,53.658885394781244
875594.262228261,1562.0,2.0,15.0,1,0,1,1,53.82884980492944
-510405.73777173896,278.0,3.0,120.0,1,0,0,0,53.82884980492944
-201009.9384615384,254.0,36.0,115.0,1,0,1,1,52.12104274268022
319594.26222826104,919.0,17.0,17.0,1,0,0,0,49.76020481246014
-383321.586419753,279.0,32.0,119.0,1,0,1,1,52.502177730649684
1240594.262228261,2054.0,2.0,16.0,1,0,1,1,52.12104274268022
-410405.73777173896,397.0,17.0,17.0,1,0,0,0,52.502177730649684
-14405.73777173902,348.0,53.0,120.0,1,0,1,0,53.54438576992164
457235.24561403506,0.0,20.0,20.0,0,1,1,1,53.82884980492944
-191905.73777173905,509.0,19.0,19.0,1,0,1,1,53.658885394781244
-434405.73777173896,130.0,11.0,129.0,1,0,1,1,53.44233391370959
-210405.73777173905,480.0,19.0,19.0,1,0,1,1,53.82884980492944
-220405.73777173905,270.0,3.0,159.0,1,0,1,1,53.82884980492944
-203946.4683301344,366.0,34.0,129.0,1,0,1,0,53.84929272353954
211496.4076655052,250.0,3.0,3.0,0,0,1,1,53.44233391370959
-187603.5923344948,217.0,33.0,119.0,0,0,1,1,53.44233391370959
-188503.5923344948,197.0,11.0,130.0,1,0,1,1,53.44233391370959
-161009.9384615384,711.0,30.0,30.0,1,0,0,0,53.54438576992164
-317603.5923344948,308.0,15.0,109.0,1,0,1,1,53.54438576992164
407053.5316698657,0.0,5.0,134.0,0,0,1,1,53.84929272353954
56053.531669865595,0.0,2.0,139.0,0,0,1,1,53.84929272353954
-138503.5923344948,140.0,34.0,99.0,1,0,1,1,52.12104274268022
-541344.096196868,201.0,5.0,120.0,1,0,1,1,52.82029713961896
-210405.73777173905,269.0,18.0,104.0,1,0,1,1,52.502177730649684
161195.0,436.0,35.0,109.0,1,0,0,0,49.35953726574161
-60344.09619686799,977.0,5.0,33.0,1,0,1,1,52.82029713961896
389655.903803132,445.0,11.0,109.0,1,0,1,1,51.725453886390845
-259405.73777173905,703.0,12.0,11.0,1,0,1,1,50.95775611199314
-301344.096196868,510.0,2.0,139.0,1,0,0,0,49.35953726574161
-189405.73777173905,202.0,119.0,119.0,1,0,1,1,49.76020481246014
438655.903803132,656.0,8.0,120.0,1,0,1,1,50.159076084991646
-165009.9384615384,650.0,30.0,30.0,1,0,1,1,52.502177730649684
389655.903803132,1878.0,4.0,32.0,1,0,1,1,53.17250077097781
-371344.096196868,570.0,45.0,138.0,1,0,1,0,52.502177730649684
-365344.096196868,334.0,40.0,130.0,1,0,1,1,49.35953726574161
-254805.0,467.0,49.0,49.0,1,0,1,1,50.57781073690932
1885594.262228261,1689.0,8.0,119.0,1,0,0,0,50.159076084991646
305175.892223738,0.0,4.0,129.0,0,0,1,1,52.12104274268022
-38824.10777626198,265.0,19.0,179.0,1,0,1,0,51.3171949018134
195175.89222373802,280.0,13.0,109.0,1,0,1,1,50.159076084991646
1565594.262228261,362.0,6.0,120.0,1,0,1,0,50.95775611199314
85594.26222826098,270.0,34.0,120.0,0,0,1,1,52.502177730649684
-50405.73777173903,188.0,14.0,119.0,1,0,1,1,51.725453886390845
12235.245614035057,249.0,12.0,12.0,0,0,1,1,50.57781073690932
-164405.73777173902,150.0,2.0,129.0,0,0,1,0,52.12104274268022
-138764.75438596494,133.0,3.0,38.0,1,0,1,1,49.76020481246014
136655.90380313198,348.0,20.0,120.0,1,0,1,1,50.159076084991646
-371344.096196868,551.0,45.0,89.0,1,0,0,0,52.502177730649684
334655.903803132,510.0,2.0,149.0,0,0,1,1,52.82029713961896
-586344.096196868,400.0,2.0,128.0,1,0,1,1,51.725453886390845
-174405.73777173902,210.0,33.0,129.0,1,0,1,1,52.82029713961896
240594.2622282609,220.0,9.0,150.0,1,0,0,0,50.159076084991646
-454405.73777173896,110.0,2.0,139.0,0,0,0,1,52.502177730649684
-284405.73777173896,155.0,6.0,129.0,1,0,1,1,51.725453886390845
-294405.73777173896,398.0,13.0,119.0,0,0,0,0,53.84929272353954
-310405.73777173896,284.0,32.0,129.0,1,0,1,0,50.159076084991646
389594.2622282609,135.0,169.0,169.0,1,0,0,1,50.159076084991646
-310405.73777173896,304.0,2.0,129.0,1,0,1,0,50.159076084991646
240594.2622282609,300.0,11.0,109.0,1,0,1,1,53.84929272353954
-334405.73777173896,175.0,8.0,134.0,0,0,0,1,51.725453886390845
-130405.73777173902,849.0,14.0,87.0,1,0,1,1,51.725453886390845
785594.262228261,1198.0,8.0,17.0,1,0,1,1,50.95775611199314
589594.262228261,242.0,5.0,109.0,1,0,1,0,50.159076084991646
308655.903803132,1221.0,20.0,20.0,1,0,1,1,53.17250077097781
-510405.73777173896,294.0,31.0,119.0,1,0,0,1,51.3171949018134
1685594.262228261,1682.0,3.0,17.0,1,0,0,0,49.76020481246014
-170405.73777173902,318.0,11.0,119.0,0,0,1,1,50.95775611199314
485594.26222826104,265.0,2.0,139.0,1,0,0,0,51.725453886390845
127496.40766550519,680.0,12.0,12.0,1,0,0,1,50.57781073690932
-238503.5923344948,519.0,2.0,104.0,1,0,1,1,50.159076084991646
639655.903803132,1289.0,10.0,10.0,1,0,0,0,52.82029713961896
-510405.73777173896,195.0,120.0,120.0,1,0,0,0,51.725453886390845
-434405.73777173896,231.0,2.0,120.0,1,0,1,1,51.725453886390845
-212503.5923344948,413.0,94.0,94.0,1,0,0,0,49.76020481246014
-188503.5923344948,448.0,2.0,31.0,1,0,1,1,51.3171949018134
-550405.737771739,195.0,120.0,120.0,1,0,1,1,51.725453886390845
139594.26222826098,435.0,40.0,129.0,1,0,1,1,52.12104274268022
-510405.73777173896,179.0,61.0,119.0,0,0,1,1,49.095744430692214
-44824.10777626198,275.0,15.0,109.0,1,0,1,1,50.57781073690932
-184824.10777626198,230.0,17.0,114.0,1,0,0,1,52.12104274268022
236075.89222373802,440.0,12.0,114.0,1,0,1,1,53.82884980492944
676175.892223738,0.0,119.0,119.0,0,1,0,0,49.35953726574161
-24824.107776261983,312.0,13.0,119.0,1,0,1,1,52.12104274268022
311496.4076655052,0.0,4.0,66.0,0,0,1,1,50.57781073690932
-138503.5923344948,400.0,10.0,111.0,1,0,1,1,52.12104274268022
-148503.5923344948,417.0,31.0,31.0,1,0,1,1,50.95775611199314
-410405.73777173896,225.0,16.0,120.0,1,0,1,1,53.44233391370959
-533321.5864197529,469.0,67.0,67.0,1,0,0,0,53.658885394781244
-110405.73777173902,439.0,33.0,119.0,1,0,0,0,53.54438576992164
-283946.4683301344,150.0,22.0,129.0,1,0,1,1,51.3171949018134
-293946.4683301344,0.0,44.0,144.0,0,0,0,0,52.502177730649684
-520405.73777173896,154.0,16.0,129.0,1,0,1,1,52.12104274268022
466678.413580247,0.0,14.0,129.0,0,0,0,1,50.159076084991646
-120109.9384615384,166.0,2.0,114.0,1,0,1,1,52.82029713961896
264655.903803132,495.0,5.0,139.0,1,0,1,1,50.159076084991646
238655.90380313198,553.0,3.0,139.0,1,0,1,0,51.725453886390845
-134405.73777173902,557.0,14.0,149.0,1,0,1,1,50.57781073690932
-202503.5923344948,455.0,35.0,69.0,1,0,1,1,52.12104274268022
-170344.09619686802,730.0,33.0,33.0,1,0,1,1,53.84929272353954
1134655.903803132,1351.0,2.0,109.0,1,0,1,1,53.658885394781244
-311344.096196868,322.0,38.0,129.0,1,0,1,1,53.74985170016183
-863830.737771739,245.0,13.0,13.0,1,0,1,1,53.17250077097781
-424405.73777173896,381.0,35.0,129.0,1,0,1,1,52.502177730649684
-9505.737771739019,324.0,33.0,129.0,1,0,1,1,52.502177730649684
-460405.73777173896,380.0,36.0,129.0,1,0,1,1,53.44233391370959
287496.4076655052,0.0,5.0,94.0,0,1,0,0,52.502177730649684
-118503.59233449481,150.0,19.0,109.0,1,0,1,1,52.12104274268022
-338503.5923344948,0.0,109.0,109.0,0,0,0,0,53.73336218674199
496.4076655051904,275.0,15.0,16.0,0,0,1,1,52.82029713961896
187496.4076655052,0.0,93.0,93.0,0,1,0,0,52.502177730649684
192396.4076655052,0.0,2.0,89.0,0,1,1,1,53.82884980492944
-168503.5923344948,279.0,2.0,99.0,1,0,1,1,52.12104274268022
462496.4076655053,0.0,9.0,119.0,0,1,0,0,52.82029713961896
-230503.5923344948,415.0,33.0,59.0,1,0,1,1,52.502177730649684
-258764.7543859649,173.0,20.0,119.0,1,0,0,0,53.82884980492944
12235.245614035057,0.0,36.0,119.0,0,0,0,0,53.84929272353954
-161344.09619686802,684.0,2.0,109.0,1,0,1,1,52.502177730649684
-484505.73777173896,150.0,28.0,120.0,1,0,1,0,52.12104274268022
-193824.10777626198,150.0,19.0,114.0,1,0,1,1,52.502177730649684
239594.2622282609,983.0,3.0,17.0,1,0,1,1,52.502177730649684
-410405.73777173896,605.0,17.0,17.0,1,0,0,1,53.17250077097781
-238824.10777626198,516.0,13.0,12.0,1,0,1,1,52.502177730649684
-188824.10777626198,333.0,35.0,109.0,1,0,0,0,52.12104274268022
-680405.737771739,340.0,17.0,109.0,1,0,0,0,53.84929272353954
12135.245614035057,0.0,3.0,129.0,0,0,1,1,53.658885394781244
-541344.096196868,195.0,44.0,80.0,1,0,0,0,53.17250077097781
-630444.096196868,192.0,44.0,140.0,1,0,1,1,53.82884980492944
-421344.096196868,324.0,24.0,139.0,1,0,1,1,53.44233391370959
689655.903803132,453.0,12.0,133.0,1,0,0,1,53.44233391370959
-461344.096196868,405.0,49.0,146.0,1,0,0,0,53.74985170016183
-111344.096196868,661.0,59.0,109.0,1,0,1,1,53.82884980492944
-61344.09619686799,661.0,2.0,109.0,1,0,1,1,53.54438576992164
-245344.09619686802,591.0,45.0,94.0,1,0,1,1,53.54438576992164
-661344.096196868,365.0,36.0,109.0,1,0,0,0,53.17250077097781
134655.90380313198,977.0,2.0,109.0,1,0,1,1,53.82884980492944
-461344.096196868,514.0,19.0,119.0,1,0,0,0,53.54438576992164
-661344.096196868,468.0,96.0,96.0,1,0,0,0,53.54438576992164
-311344.096196868,631.0,36.0,122.0,1,0,0,0,53.84929272353954
-285344.096196868,412.0,10.0,120.0,1,0,1,0,53.82884980492944
-535344.096196868,314.0,2.0,120.0,1,0,1,1,53.658885394781244
638655.903803132,995.0,3.0,119.0,1,0,1,1,53.82884980492944
-210405.73777173905,700.0,14.0,87.0,1,0,1,1,53.44233391370959
790593.262228261,0.0,129.0,129.0,0,0,0,0,53.17250077097781
112095.0,400.0,36.0,134.0,1,0,0,0,53.44233391370959
-178805.0,310.0,34.0,120.0,1,0,0,0,53.658885394781244
-259405.73777173905,189.0,38.0,129.0,1,0,0,0,53.73336218674199
-390405.73777173896,160.0,16.0,120.0,1,0,1,1,53.84929272353954
189655.90380313198,320.0,13.0,129.0,1,0,1,1,53.44233391370959
-471344.096196868,490.0,109.0,109.0,1,0,1,1,53.84929272353954
-224824.10777626198,223.0,6.0,114.0,1,0,1,1,53.44233391370959
-68824.10777626197,250.0,19.0,89.0,1,0,1,0,53.44233391370959
-549505.737771739,241.0,44.0,139.0,1,0,0,1,53.84929272353954
-469505.73777173896,267.0,44.0,139.0,1,0,1,1,53.73336218674199
-771344.096196868,302.0,4.0,109.0,1,0,0,1,53.82884980492944
-540405.737771739,199.0,14.0,120.0,1,0,1,1,53.82884980492944
-88764.75438596494,0.0,2.0,167.0,1,0,1,1,51.725453886390845
-12864.754385964943,0.0,174.0,174.0,0,0,1,0,50.159076084991646
-122946.46833013439,198.0,7.0,99.0,1,0,0,1,52.502177730649684
-363946.46833013435,150.0,22.0,119.0,0,0,1,1,51.3171949018134
106053.53166986561,155.0,13.0,13.0,1,0,1,1,50.159076084991646
-243046.4683301344,0.0,134.0,134.0,0,0,1,0,51.725453886390845
-261324.10777626198,466.0,2.0,109.0,1,0,0,1,50.95775611199314
631175.892223738,260.0,2.0,2.0,0,0,0,0,53.17250077097781
-164824.10777626198,500.0,14.0,114.0,1,0,1,1,50.57781073690932
-4824.107776261983,147.0,3.0,114.0,1,0,1,1,49.76020481246014
-183824.10777626198,516.0,119.0,119.0,1,0,1,1,52.12104274268022
-234824.10777626198,426.0,119.0,119.0,1,0,1,1,49.76020481246014
86075.89222373803,967.0,119.0,119.0,1,0,1,1,52.82029713961896
-254824.10777626198,380.0,38.0,99.0,1,0,1,1,50.159076084991646
-230109.9384615384,97.0,2.0,114.0,1,0,1,1,52.82029713961896
76678.41358024697,260.0,33.0,179.0,0,0,1,1,51.3171949018134
990678.4135802472,745.0,6.0,119.0,1,0,1,1,51.725453886390845
-259321.58641975306,729.0,15.0,119.0,1,0,1,1,50.159076084991646
186470.83802816886,0.0,6.0,114.0,0,1,1,1,52.12104274268022
-364824.1077762621,349.0,36.0,64.0,1,0,1,1,51.725453886390845
-198824.10777626198,485.0,37.0,99.0,1,0,1,1,51.725453886390845
45175.89222373802,508.0,17.0,16.0,0,0,1,1,52.12104274268022
-212503.5923344948,357.0,99.0,99.0,1,0,1,1,52.82029713961896
-469505.73777173896,227.0,35.0,119.0,1,0,1,0,52.12104274268022
-410405.73777173896,394.0,19.0,19.0,1,0,1,1,52.12104274268022
-670405.737771739,300.0,120.0,120.0,1,0,0,0,50.159076084991646
-570405.737771739,325.0,9.0,9.0,1,0,1,1,52.12104274268022
-414405.73777173896,209.0,39.0,109.0,1,0,1,1,52.12104274268022
62235.245614035055,210.0,2.0,2.0,0,0,1,1,49.76020481246014
1235.245614035055,300.0,12.0,12.0,1,0,1,1,49.35953726574161
-93946.46833013439,289.0,5.0,6.0,0,0,1,1,53.17250077097781
637496.4076655052,0.0,11.0,106.0,0,1,1,1,50.95775611199314
-328824.107776262,282.0,19.0,114.0,1,0,0,0,51.3171949018134
216075.89222373802,175.0,18.0,99.0,1,0,0,1,50.159076084991646
-154824.10777626198,288.0,35.0,109.0,1,0,0,0,52.12104274268022
-204824.10777626198,554.0,13.0,119.0,1,0,1,1,51.725453886390845
-465344.096196868,675.0,5.0,31.0,1,0,0,1,50.159076084991646
165594.26222826098,504.0,19.0,19.0,1,0,1,1,49.76020481246014
1239594.262228261,557.0,13.0,13.0,1,0,0,0,52.502177730649684
1140594.262228261,235.0,10.0,120.0,1,0,1,1,51.725453886390845
-14405.73777173902,722.0,2.0,20.0,1,0,0,0,51.3171949018134
240594.2622282609,521.0,2.0,129.0,0,0,0,0,51.725453886390845
690594.262228261,400.0,11.0,119.0,1,0,1,0,51.725453886390845
-374405.73777173896,426.0,17.0,17.0,1,0,0,0,52.502177730649684
85594.26222826098,502.0,31.0,119.0,1,0,1,1,51.725453886390845
-811344.096196868,217.0,4.0,139.0,1,0,1,1,51.725453886390845
134655.90380313198,739.0,37.0,139.0,1,0,1,1,52.12104274268022
-721344.096196868,260.0,109.0,109.0,1,0,0,0,50.159076084991646
329655.903803132,512.0,8.0,144.0,1,0,1,1,49.76020481246014
-641344.096196868,339.0,20.0,20.0,1,0,1,1,49.35953726574161
1788655.9038031318,835.0,13.0,119.0,1,0,0,0,51.3171949018134
-261344.09619686802,400.0,39.0,147.0,1,0,1,1,51.3171949018134
234655.90380313198,490.0,37.0,119.0,1,0,1,1,52.502177730649684
-395344.096196868,420.0,40.0,120.0,1,0,0,0,49.76020481246014
464655.903803132,355.0,8.0,138.0,1,0,1,1,49.76020481246014
139655.90380313198,607.0,32.0,134.0,0,0,1,1,52.82029713961896
364655.903803132,844.0,38.0,124.0,1,0,0,0,49.35953726574161
-535844.096196868,390.0,39.0,142.0,1,0,0,1,52.12104274268022
-261344.09619686802,680.0,34.0,119.0,1,0,0,0,49.76020481246014
-810344.096196868,296.0,40.0,139.0,0,0,0,1,51.3171949018134
-260345.09619686802,377.0,53.0,145.0,0,0,1,1,52.12104274268022
-485344.096196868,396.0,3.0,130.0,1,0,1,1,51.725453886390845
214655.90380313198,578.0,37.0,129.0,1,0,0,1,49.35953726574161
-113905.0,377.0,34.0,120.0,1,0,0,0,52.502177730649684
-441405.73777173896,227.0,9.0,129.0,1,0,0,0,49.76020481246014
649594.262228261,627.0,79.0,129.0,1,0,0,0,52.502177730649684
289594.26222826104,375.0,12.0,159.0,1,0,1,1,49.35953726574161
234655.90380313198,393.0,15.0,139.0,1,0,1,1,50.159076084991646
-384405.73777173896,250.0,31.0,119.0,0,0,1,1,50.57781073690932
-209505.73777173905,247.0,2.0,129.0,1,0,1,1,51.3171949018134
1285594.262228261,250.0,15.0,109.0,1,0,1,1,51.725453886390845
-370405.73777173896,130.0,37.0,109.0,1,0,0,0,50.95775611199314
-9505.737771739019,210.0,2.0,154.0,1,0,1,1,52.502177730649684
-374405.73777173896,0.0,20.0,119.0,0,0,1,1,50.95775611199314
-644405.737771739,311.0,99.0,99.0,1,0,0,0,50.159076084991646
140594.26222826098,504.0,6.0,120.0,1,0,1,1,52.12104274268022
-297603.5923344948,250.0,16.0,69.0,1,0,1,1,52.502177730649684
152396.4076655052,0.0,169.0,169.0,0,0,0,0,50.95775611199314
-247603.5923344948,224.0,39.0,89.0,1,0,0,1,50.57781073690932
-284446.5923344948,180.0,14.0,14.0,1,0,1,1,50.57781073690932
1139655.903803132,613.0,8.0,8.0,1,0,0,1,52.502177730649684
874655.903803132,1341.0,10.0,10.0,1,0,0,0,51.3171949018134
1188655.903803132,1553.0,10.0,10.0,1,0,0,0,51.725453886390845
-34805.0,343.0,5.0,119.0,1,0,1,1,52.502177730649684
-118805.0,341.0,13.0,29.0,1,0,0,0,50.57781073690932
284195.0,654.0,14.0,13.0,1,0,1,1,52.502177730649684
-201009.9384615384,360.0,34.0,99.0,1,0,1,0,50.95775611199314
11235.245614035057,200.0,2.0,2.0,0,0,1,1,50.95775611199314
328655.903803132,632.0,14.0,156.0,0,0,1,1,49.095744430692214
284655.903803132,894.0,7.0,99.0,1,0,1,1,51.725453886390845
-188824.10777626198,200.0,12.0,114.0,1,0,0,1,53.44233391370959
-218824.10777626198,175.0,3.0,114.0,1,0,1,1,50.159076084991646
-64824.107776261975,275.0,15.0,114.0,1,0,1,1,52.502177730649684
-223924.10777626198,126.0,32.0,119.0,1,0,0,1,52.12104274268022
-4824.107776261983,236.0,18.0,134.0,1,0,1,0,51.725453886390845
302496.4076655052,0.0,5.0,99.0,0,1,1,0,53.82884980492944
-383924.1077762621,343.0,37.0,64.0,1,0,1,0,53.82884980492944
-314805.0,372.0,43.0,43.0,1,0,1,1,53.74985170016183
-268805.0,356.0,12.0,12.0,1,0,1,1,53.82884980492944
-295805.0,267.0,14.0,120.0,1,0,1,1,53.54438576992164
-3529.161971830996,0.0,99.0,99.0,0,1,0,0,53.54438576992164
-212503.5923344948,595.0,35.0,69.0,1,0,1,1,52.82029713961896
282496.4076655052,0.0,114.0,114.0,0,1,0,0,50.159076084991646
-160405.73777173902,302.0,17.0,109.0,1,0,0,1,53.44233391370959
-370405.73777173896,498.0,5.0,5.0,1,0,1,0,52.502177730649684
25195.0,498.0,5.0,5.0,1,0,1,1,50.95775611199314
-231344.09619686802,599.0,45.0,94.0,1,0,0,0,52.502177730649684
-510444.096196868,400.0,69.0,139.0,1,0,0,0,49.76020481246014
838655.903803132,1741.0,45.0,45.0,1,0,0,0,51.725453886390845
-120405.73777173902,241.0,4.0,120.0,1,0,1,1,51.725453886390845
-559405.737771739,285.0,33.0,120.0,1,0,0,0,52.12104274268022
-534405.737771739,338.0,120.0,120.0,1,0,0,1,51.3171949018134
-147864.75438596494,506.0,2.0,237.0,1,0,1,1,49.76020481246014
181235.24561403503,250.0,2.0,114.0,1,0,1,1,50.159076084991646
-361344.096196868,206.0,33.0,33.0,0,0,0,1,50.57781073690932
234655.90380313198,672.0,7.0,119.0,1,0,1,1,49.76020481246014
-260444.09619686802,344.0,43.0,119.0,1,0,0,1,53.17250077097781
-740844.096196868,330.0,15.0,69.0,1,0,0,0,51.3171949018134
-385344.096196868,691.0,30.0,30.0,1,0,1,1,50.95775611199314
-721344.096196868,203.0,3.0,150.0,1,0,1,1,51.3171949018134
489655.903803132,842.0,4.0,4.0,1,0,0,0,50.159076084991646
-153046.4683301344,186.0,4.0,4.0,1,0,1,1,50.159076084991646
-317946.4683301344,146.0,5.0,154.0,1,0,1,1,52.502177730649684
-209321.58641975306,264.0,17.0,17.0,1,0,1,1,52.12104274268022
-264824.107776262,170.0,13.0,114.0,1,0,1,0,50.57781073690932
-154824.10777626198,284.0,14.0,119.0,1,0,1,1,51.3171949018134
-264824.107776262,150.0,15.0,114.0,1,0,1,0,52.12104274268022
-134824.10777626198,195.0,6.0,119.0,1,0,1,1,49.35953726574161
752235.245614035,0.0,10.0,129.0,0,1,1,1,50.95775611199314
-430405.73777173896,213.0,34.0,119.0,0,0,0,1,51.3171949018134
-134405.73777173902,378.0,19.0,19.0,1,0,1,1,52.82029713961896
-510405.73777173896,213.0,119.0,119.0,1,0,1,1,50.95775611199314
-560405.737771739,231.0,14.0,107.0,1,0,1,1,53.17250077097781
-329410.73777173896,214.0,35.0,159.0,1,0,1,1,50.95775611199314
-572344.096196868,445.0,36.0,109.0,1,0,1,1,51.3171949018134
-314405.73777173896,170.0,3.0,161.0,1,0,0,1,50.95775611199314
-293946.4683301344,225.0,2.0,2.0,1,0,1,1,51.3171949018134
-443946.46833013435,150.0,2.0,2.0,1,0,1,1,51.3171949018134
-561344.096196868,332.0,11.0,129.0,1,0,0,1,50.95775611199314
839655.903803132,661.0,3.0,139.0,1,0,0,0,51.725453886390845
-87603.59233449481,300.0,15.0,94.0,1,0,0,0,49.76020481246014
222496.4076655052,0.0,109.0,109.0,0,1,0,0,50.57781073690932
-312503.5923344948,283.0,34.0,94.0,1,0,1,1,51.3171949018134
-137603.5923344948,445.0,39.0,99.0,1,0,1,1,51.3171949018134
212496.4076655052,250.0,2.0,109.0,1,0,1,1,51.3171949018134
140594.26222826098,274.0,16.0,119.0,1,0,1,1,49.76020481246014
-110405.73777173902,551.0,2.0,19.0,1,0,1,1,50.159076084991646
540594.262228261,175.0,5.0,5.0,1,0,0,0,51.725453886390845
-210405.73777173905,167.0,4.0,119.0,1,0,1,1,52.82029713961896
889594.262228261,233.0,2.0,2.0,1,0,0,0,51.725453886390845
465594.26222826104,300.0,3.0,129.0,1,0,1,1,50.95775611199314
15594.26222826098,342.0,3.0,120.0,1,0,1,1,52.502177730649684
-144405.73777173902,244.0,6.0,119.0,1,0,1,1,51.3171949018134
-120405.73777173902,150.0,34.0,129.0,1,0,1,1,49.76020481246014
-510405.73777173896,233.0,2.0,129.0,1,0,1,1,50.57781073690932
715594.262228261,0.0,119.0,119.0,0,0,0,0,50.159076084991646
-550405.737771739,127.0,3.0,109.0,1,0,1,1,50.95775611199314
-284405.73777173896,533.0,13.0,13.0,1,0,1,1,51.725453886390845
-663321.5864197529,313.0,12.0,67.0,1,0,1,0,50.95775611199314
-409321.586419753,190.0,12.0,129.0,1,0,1,1,51.725453886390845
-725344.096196868,212.0,33.0,120.0,1,0,1,1,51.725453886390845
1071195.0,1190.0,2.0,2.0,1,0,1,0,52.12104274268022
-561344.096196868,381.0,22.0,119.0,1,0,0,1,52.502177730649684
56053.531669865595,261.0,3.0,144.0,1,0,1,1,50.95775611199314
-143946.4683301344,0.0,28.0,144.0,0,1,0,0,52.12104274268022
29655.903803132,694.0,34.0,137.0,1,0,0,0,49.76020481246014
338655.903803132,779.0,3.0,89.0,1,0,0,0,50.57781073690932
-424405.73777173896,188.0,31.0,119.0,1,0,0,1,51.725453886390845
190494.26222826095,223.0,2.0,129.0,1,0,1,1,51.3171949018134
-524405.737771739,236.0,14.0,119.0,0,0,0,1,50.95775611199314
-727522.737771739,288.0,13.0,13.0,1,0,1,1,50.159076084991646
-134405.73777173902,331.0,2.0,120.0,1,0,1,1,50.159076084991646
-534405.737771739,220.0,13.0,114.0,1,0,1,1,49.76020481246014
-11009.938461538404,252.0,12.0,12.0,1,0,1,1,49.76020481246014
181496.4076655052,402.0,4.0,4.0,1,0,1,1,50.159076084991646
890594.262228261,1150.0,17.0,17.0,1,0,1,1,51.3171949018134
-333905.0,228.0,13.0,29.0,1,0,1,1,51.3171949018134
-343946.4683301344,284.0,4.0,144.0,1,0,1,1,53.84929272353954
-137603.5923344948,359.0,13.0,13.0,1,0,1,1,53.74985170016183
-172603.5923344948,150.0,5.0,104.0,1,0,1,1,53.45752870357929
-310344.096196868,472.0,12.0,119.0,1,0,1,1,53.73336218674199
39890.0615384616,0.0,5.0,134.0,0,0,0,1,53.44233391370959
-113344.096196868,363.0,3.0,159.0,1,0,1,1,53.44233391370959
-811344.096196868,192.0,33.0,119.0,1,0,0,0,53.74985170016183
-297503.5923344948,381.0,109.0,109.0,1,0,1,1,51.725453886390845
